"id","name","gst_no","user_id","credit_balance","debit_balance","financial_year","isDealer","type","createdAt","updatedAt"
302,VDS WHOLESALE MARKET,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
305,SRESHTA HYPER MARKET,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
307,SRI VASAVI MEDICAL CORPORATION P&D,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
309,SATEESH MEDICALS,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
310,LASHMAIAH FANCY,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
311,SANTHOSH MEDICALS & FANCY STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
312,VASU FANCY,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
313,SRI SRINIVASA KIRANA STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
314,SIVA KUMARA GENERAL STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
315,VVS IMITATIONS & FANCY,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
316,GOVARDHAN GENERAL STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
317,SURESH MEDICALS,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
318,RAVI (RF),"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
319,VENKATADRI TRADERS,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
320,LAKSHMI NARASIMHA PROVISIONS,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
321,MEENAKSHI TRADERS,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
322,SRI VASAVI FANCY KIRANA & GENERAL STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
323,NAVEEN MEDICALS,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
324,SRI LAKSHMI GANAPATHI MEDICALS ENTERPRISES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
325,SIVA PRAVATHI KIRANA MERCHANT,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
326,VENKATA SIVA SAI PAVAN KIRANA,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
327,AUTO SRINU,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
330,KUMAR GENERAL STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
332,A.VENKATESWARA RAO,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
266,Sri Sainadha Medicls,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
280,Yashwanth Kirana Merchant,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
288,Sri Lakshmi Ganapathi Kirana General Stores,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
298,Ravikindi Nageswara Rao Rice & G/M,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
299,Sri Hemalatha Fancy & General Stores,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
304,Jyothi Labs Ltd,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
306,Sri Venkata Siva Sai Kirana General Stores,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
308,Sri Hanuman General Mearchant,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
329,Lucky Medical & Fancy,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
331,Ramanjaneya General Merchant,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
333,VINDO MEDICAL & GENERAL STORE,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
334,SAI TEJA MEDICALS & FANCY STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
336,SRI VENKATACHALA GENERAL STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
337,BHASKAR FANCY STORES,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
338,MUSTHAFA WHOLESALE KIRANA & G/S,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
339,LAKSHMI SAI FANCY & KANGAN HALL,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
341,tava purnachandrao g/s,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
1,Sale of Fancy Item,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 16:51:43.058 +0530,2025-03-02 16:51:43.058 +0530
2,Sale of Fancy Item 5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 16:52:47.013 +0530,2025-03-02 16:52:47.013 +0530
3,Sale of Fancy Item 12%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 16:53:23.843 +0530,2025-03-02 16:53:23.843 +0530
4,Sale of Fancy Item 18%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 16:53:47.393 +0530,2025-03-02 16:53:47.393 +0530
192,Purchases Account,"",9,0.00,0.00,"2024-2025",false,,2025-03-01 13:43:51.480 +0530,2025-03-02 16:59:19.109 +0530
5,SGST 2.5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 19:48:13.483 +0530,2025-03-02 19:48:13.483 +0530
6,CGST 2.5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 19:48:41.737 +0530,2025-03-02 19:48:41.737 +0530
7,SGST 6%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 19:49:19.289 +0530,2025-03-02 19:49:19.289 +0530
8,CGST 6%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 19:49:31.958 +0530,2025-03-02 19:49:31.958 +0530
9,SGST 9%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 19:49:54.489 +0530,2025-03-02 19:49:54.489 +0530
10,CGST 9%,"",9,0.00,0.00,"2024-2025",false,,2025-03-02 19:50:08.141 +0530,2025-03-02 19:50:08.141 +0530
11,Purchase of Fancy Item,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:05:21.643 +0530,2025-03-06 18:05:21.643 +0530
12,Purchase Return of Fancy Item,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:05:57.645 +0530,2025-03-06 18:05:57.645 +0530
13,Purchase of Fancy Item 5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:06:48.518 +0530,2025-03-06 18:06:48.518 +0530
14,Purchase of Fancy Item 12%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:07:03.376 +0530,2025-03-06 18:07:03.376 +0530
15,Purchase of Fancy Item 18%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:07:15.405 +0530,2025-03-06 18:07:15.405 +0530
16,Purchase Return of Fancy Item 5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:07:48.243 +0530,2025-03-06 18:07:48.243 +0530
17,Purchase Return of Fancy Item 12%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:08:05.870 +0530,2025-03-06 18:08:05.870 +0530
18,Purchase Return of Fancy Item 18%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:08:16.375 +0530,2025-03-06 18:08:16.375 +0530
19,Sale Return of Fancy Item 18%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:08:58.720 +0530,2025-03-06 18:08:58.720 +0530
20,Sale Return of Fancy Item 12%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:09:19.647 +0530,2025-03-06 18:09:19.647 +0530
21,Sale Return of Fancy Item 5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:09:42.876 +0530,2025-03-06 18:09:42.876 +0530
22,Sale Return of Fancy Item,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:09:56.134 +0530,2025-03-06 18:09:56.134 +0530
23,Credit Note of Fancy Item 18%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:10:24.560 +0530,2025-03-06 18:10:24.560 +0530
24,Credit Note of Fancy Item 12%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:10:37.213 +0530,2025-03-06 18:10:37.213 +0530
25,Credit Note of Fancy Item 5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:10:48.543 +0530,2025-03-06 18:10:48.543 +0530
26,Credit Note of Fancy Item,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:11:07.475 +0530,2025-03-06 18:11:07.475 +0530
27,Debit Note of Fancy Item 18%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:11:26.706 +0530,2025-03-06 18:11:26.706 +0530
28,Debit Note of Fancy Item 12%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:11:35.820 +0530,2025-03-06 18:11:35.820 +0530
29,Debit Note of Fancy Item 5%,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:11:45.568 +0530,2025-03-06 18:11:45.568 +0530
30,Debit Note of Fancy Item,"",9,0.00,0.00,"2024-2025",false,,2025-03-06 18:11:55.721 +0530,2025-03-06 18:11:55.721 +0530
33,UNION BANK OF INDIA,"",9,0.00,407832.45,"2024-2025",false,,2025-03-09 22:12:23.304 +0530,2025-03-10 00:55:33.236 +0530
195,Venkata rao,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-10 11:37:14.356 +0530
47,Suspense Account,"",9,0.00,0.00,"2024-2025",false,,2025-03-13 18:07:20.315 +0530,2025-03-16 20:27:49.817 +0530
48,DAL MILLS,"397715KZZPK71Z5",9,0.00,0.00,"2024-2025",false,,2025-03-15 15:10:21.505 +0530,2025-03-30 16:00:08.807 +0530
335,Rama Sai Enterprises,"398715KJZPK71Z5",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-30 16:01:05.764 +0530
340,Lakshmi Narasimha Enterprises,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
342,Sri Subrahmnyeswara Medicals & Fancy,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
351,Hishanth Fancy & Kangan Hall,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
194,CASH,"",9,0.00,150000.00,"2024-2025",false,,2025-03-01 13:43:51.480 +0530,2025-03-24 15:40:58.849 +0530
209,suraksha stores,"397715KJZPK71Z5",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-30 16:00:30.275 +0530
260,Lakshmi Ganpathi Medical & Fancy Stores,"",9,0.00,0.00,"2024-2025",true,,2025-03-01 13:43:51.480 +0530,2025-03-01 13:43:51.480 +0530
343,Modern Fancy,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
344,Satya Deva Medicals & Fancy,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
345,Kamal Enterprises,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
346,Sri Charitra General Stores,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
347,Nageswara Rao G/S,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
348,RR Pharmacy,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
349,Padmanabha Hotel,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
350,Tirumala Coconut Company,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
352,Karthikeya Kiran Satores,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
353,Lakhmi Karthikeya Medicals,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
354,Sai Charitra General Stores,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
355,Durga Bakers,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
356,Prathap Wholesale Market,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
357,Tulasi Sai General Traders,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
358,Sangam Dairy Guru,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
359,Jevan Baikary,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
419,Kedar corporation,"37AALFK8093J1ZM",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
420,Maharani Dall Mill,"37AATFM2099N1ZA",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
422,Sri Sujana Agencies,"37ACEPY9940P1ZG",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
423,Sree Bhaskara Corporation,"37AEUPN7833G1ZU",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
424,Gayatri Rice Company,"37AGZPS2095Q1ZZ",9,0.00,0.00,"2024-2025",false,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
425,The Nilagiri Tea Emporium,"36AABFT1991L1ZS",9,0.00,0.00,"2024-2025",false,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
426,A.R.Traders,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
427,Sri Rama prasad Enterprises,"37CBBPT9725K1ZZ",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
428,Manuyu Marketing,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
430,Tenali Double Horse Pvt Ltd,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
433,RECKITT BENCKISER INDIA PVT LTD,"37AABCR2655Q1ZT",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
434,METRO CASH & CARRY INDIA LTD,"",9,0.00,0.00,"2024-2025",true,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530
437,CHUNDURU SUBBA RAO,"",9,0.00,0.00,"2024-2025",false,,2025-04-09 23:13:22.617 +0530,2025-04-09 23:13:22.617 +0530